01	20	2	0	20
02	20	2	6	20
03	40	4	8	22
04	20	2	9	20
05	40	4	7	22
06	20	2	1	20
07	20	2	8	20
08	20	2	18	20
09	20	2	4	20
10	20	2	7	20
11	20	2	14	20
12	20	2	0	20
13	40	4	17	22
14	40	4	22	22
15	20	2	0	20
16	40	4	6	22
17	40	4	19	22
18	40	4	18	22
19	20	2	3	20
20	40	4	8	22
21	40	4	14	22
22	40	4	21	22
23	40	4	15	22
24	40	4	13	22
25	20	2	2	20
26	20	2	14	20
27	40	4	10	22
28	20	2	8	20
29	40	4	10	22
30	20	2	4	20
31	20	2	3	20
32	40	4	10	22
33	20	2	17	20
34	20	2	20	20
35	40	4	0	22
36	40	4	18	22
37	20	2	2	20
38	40	4	5	22
39	40	4	22	22
40	20	2	8	20
41	40	4	1	22
42	40	4	1	22
43	40	4	18	22
44	20	2	11	20
45	40	4	0	22
46	20	2	20	20
47	20	2	18	20
48	20	2	5	20
49	40	4	9	22
50	40	4	0	22
51	20	2	8	20
52	20	2	10	20
53	40	4	5	22
54	40	4	18	22
55	40	4	18	22
56	20	2	6	20
57	20	2	3	20
58	20	2	20	20
59	40	4	9	22
60	40	4	20	22
61	40	4	5	22
62	40	4	6	22
63	40	4	8	22
64	20	2	6	20
65	20	2	15	20
66	20	2	20	20
67	20	2	3	20
68	20	2	7	20
69	20	2	16	20
70	20	2	14	20
71	20	2	8	20
72	20	2	6	20
73	40	4	4	22
74	40	4	19	22
75	40	4	20	22
76	20	2	17	20
77	20	2	13	20
78	40	4	11	22
79	40	4	5	22
80	40	4	9	22
81	20	2	8	20
82	20	2	17	20
83	20	2	10	20
84	40	4	11	22
85	20	2	0	20
86	20	2	1	20
87	20	2	11	20
88	40	4	19	22
89	40	4	9	22
90	40	4	4	22
91	40	4	20	22
92	40	4	12	22
93	20	2	10	20
94	40	4	22	22
95	20	2	13	20
96	20	2	13	20
97	20	2	12	20
98	40	4	2	22
99	40	4	15	22
100	40	4	12	22
101	40	4	6	22
102	40	4	16	22
103	40	4	18	22
104	20	2	17	20
105	40	4	15	22
106	20	2	6	20
107	20	2	16	20
108	20	2	0	20
109	40	4	21	22
110	40	4	6	22
111	40	4	12	22
112	20	2	3	20
113	20	2	5	20
114	20	2	15	20
115	40	4	6	22
116	20	2	12	20
117	40	4	4	22
118	20	2	14	20
119	40	4	1	22
120	20	2	2	20
121	40	4	2	22
122	20	2	20	20
123	20	2	4	20
124	40	4	4	22
125	40	4	12	22
126	20	2	19	20
127	20	2	11	20
128	20	2	19	20
129	40	4	13	22
130	20	2	9	20
131	40	4	16	22
132	40	4	12	22
133	20	2	1	20
134	20	2	4	20
135	40	4	7	22
136	40	4	9	22
137	20	2	14	20
138	20	2	20	20
139	20	2	16	20
140	40	4	19	22
141	20	2	10	20
142	20	2	19	20
143	20	2	0	20
144	40	4	13	22
145	40	4	11	22
146	20	2	18	20
147	40	4	11	22
148	20	2	13	20
149	40	4	11	22
150	20	2	18	20
151	20	2	3	20
152	40	4	4	22
153	20	2	9	20
154	20	2	1	20
155	40	4	5	22
156	40	4	11	22
157	20	2	17	20
158	20	2	5	20
159	20	2	9	20
160	40	4	8	22
161	20	2	13	20
162	20	2	2	20
163	20	2	8	20
164	40	4	10	22
165	20	2	14	20
166	20	2	0	20
167	20	2	4	20
168	20	2	16	20
169	20	2	2	20
170	20	2	4	20
171	20	2	15	20
172	40	4	0	22
173	20	2	7	20
174	20	2	1	20
175	20	2	20	20
176	20	2	8	20
177	20	2	13	20
178	20	2	0	20
179	40	4	22	22
180	20	2	0	20
181	40	4	17	22
182	40	4	12	22
183	20	2	14	20
184	20	2	19	20
185	20	2	15	20
186	20	2	11	20
187	40	4	22	22
188	40	4	1	22
189	20	2	1	20
190	40	4	11	22
191	20	2	13	20
192	20	2	9	20
193	40	4	10	22
194	40	4	13	22
195	20	2	13	20
196	40	4	8	22
197	40	4	16	22
198	40	4	9	22
199	20	2	10	20
200	20	2	17	20
201	40	4	1	22
202	40	4	21	22
203	40	4	7	22
204	40	4	2	22
205	20	2	19	20
206	40	4	14	22
207	20	2	19	20
208	20	2	3	20
209	20	2	13	20
210	20	2	16	20
211	20	2	12	20
212	20	2	11	20
213	20	2	19	20
214	40	4	22	22
215	20	2	4	20
216	20	2	7	20
217	40	4	13	22
218	20	2	16	20
219	40	4	14	22
220	20	2	9	20
221	20	2	11	20
222	40	4	22	22
223	20	2	9	20
224	20	2	20	20
225	40	4	11	22
226	20	2	17	20
227	40	4	4	22
228	20	2	4	20
229	20	2	15	20
230	20	2	4	20
231	40	4	7	22
232	40	4	2	22
233	20	2	20	20
234	20	2	15	20
235	40	4	19	22
236	20	2	9	20
237	20	2	3	20
238	40	4	7	22
239	20	2	2	20
240	40	4	5	22
241	20	2	8	20
242	40	4	16	22
243	20	2	1	20
244	40	4	4	22
245	40	4	21	22
246	20	2	11	20
247	20	2	9	20
248	20	2	6	20
249	40	4	18	22
250	20	2	8	20
251	40	4	1	22
252	40	4	12	22
253	20	2	6	20
