01	40	4	7	22
02	40	4	14	22
03	20	2	14	20
04	40	4	16	22
05	40	4	16	22
06	40	4	9	22
07	20	2	11	20
08	20	2	19	20
09	20	2	3	20
10	20	2	1	20
11	40	4	7	22
12	20	2	10	20
13	40	4	8	22
14	40	4	7	22
15	40	4	13	22
16	40	4	21	22
17	40	4	0	22
18	40	4	1	22
19	40	4	3	22
20	40	4	15	22
21	40	4	17	22
22	40	4	11	22
23	20	2	6	20
24	40	4	9	22
25	20	2	14	20
26	40	4	12	22
27	40	4	0	22
28	40	4	10	22
29	20	2	12	20
30	20	2	5	20
31	40	4	11	22
32	40	4	19	22
33	20	2	15	20
34	40	4	12	22
35	20	2	6	20
36	20	2	13	20
37	20	2	7	20
38	40	4	14	22
39	40	4	14	22
40	20	2	16	20
41	40	4	22	22
42	20	2	8	20
43	20	2	7	20
44	20	2	6	20
45	20	2	16	20
46	40	4	14	22
47	20	2	16	20
48	40	4	8	22
49	40	4	5	22
50	40	4	7	22
51	40	4	21	22
52	20	2	10	20
53	20	2	13	20
54	20	2	10	20
55	20	2	6	20
56	20	2	11	20
57	40	4	1	22
58	20	2	18	20
59	20	2	6	20
60	40	4	8	22
61	40	4	18	22
62	20	2	8	20
63	40	4	3	22
64	20	2	14	20
65	20	2	17	20
66	40	4	11	22
67	40	4	0	22
68	40	4	0	22
69	20	2	6	20
70	20	2	19	20
71	40	4	5	22
72	20	2	7	20
73	40	4	2	22
74	40	4	14	22
75	40	4	7	22
76	20	2	17	20
77	20	2	11	20
78	20	2	3	20
79	40	4	14	22
80	20	2	18	20
81	20	2	11	20
82	20	2	18	20
83	40	4	0	22
84	40	4	22	22
85	40	4	4	22
86	40	4	11	22
87	20	2	2	20
88	40	4	1	22
89	40	4	2	22
90	40	4	8	22
91	20	2	20	20
92	40	4	5	22
93	20	2	15	20
94	40	4	1	22
95	40	4	5	22
96	40	4	14	22
97	20	2	1	20
98	40	4	15	22
99	20	2	19	20
100	20	2	3	20
101	20	2	7	20
102	40	4	16	22
103	40	4	14	22
104	40	4	0	22
105	20	2	3	20
106	40	4	10	22
107	40	4	0	22
108	20	2	12	20
109	40	4	14	22
110	20	2	5	20
111	20	2	13	20
112	20	2	5	20
113	20	2	3	20
114	40	4	21	22
115	20	2	20	20
116	20	2	9	20
117	40	4	12	22
118	40	4	22	22
119	20	2	2	20
120	20	2	8	20
121	20	2	8	20
122	20	2	18	20
123	40	4	17	22
124	20	2	12	20
125	20	2	10	20
126	40	4	22	22
127	40	4	20	22
128	40	4	9	22
129	40	4	19	22
130	40	4	4	22
131	40	4	8	22
132	20	2	0	20
133	20	2	2	20
134	40	4	4	22
135	40	4	3	22
136	20	2	11	20
137	40	4	3	22
138	40	4	21	22
139	40	4	5	22
140	40	4	5	22
141	40	4	17	22
142	40	4	16	22
143	40	4	10	22
144	40	4	2	22
145	20	2	8	20
146	40	4	2	22
147	20	2	8	20
148	20	2	2	20
149	40	4	8	22
150	20	2	2	20
151	20	2	7	20
152	20	2	8	20
153	20	2	6	20
154	20	2	3	20
155	40	4	11	22
156	20	2	14	20
157	20	2	7	20
158	20	2	14	20
159	40	4	15	22
160	40	4	18	22
161	40	4	22	22
162	20	2	4	20
163	40	4	22	22
164	20	2	18	20
165	40	4	7	22
166	20	2	9	20
167	40	4	5	22
168	40	4	0	22
169	40	4	3	22
170	40	4	3	22
171	20	2	19	20
172	40	4	13	22
173	40	4	5	22
174	20	2	13	20
175	40	4	7	22
176	40	4	11	22
177	40	4	6	22
178	20	2	10	20
179	20	2	13	20
180	40	4	4	22
181	20	2	6	20
182	20	2	7	20
183	20	2	19	20
184	40	4	0	22
185	40	4	12	22
186	40	4	16	22
187	40	4	7	22
188	40	4	12	22
189	40	4	13	22
190	20	2	20	20
191	20	2	12	20
192	40	4	20	22
193	40	4	2	22
194	20	2	0	20
195	40	4	3	22
196	20	2	11	20
197	20	2	15	20
198	20	2	3	20
199	20	2	16	20
200	20	2	12	20
201	40	4	20	22
202	40	4	0	22
203	40	4	7	22
204	40	4	10	22
205	20	2	4	20
206	20	2	7	20
207	40	4	22	22
208	20	2	19	20
209	20	2	5	20
210	20	2	19	20
211	40	4	16	22
212	40	4	7	22
213	40	4	14	22
214	20	2	18	20
215	40	4	12	22
216	40	4	20	22
217	40	4	16	22
218	40	4	7	22
219	20	2	15	20
220	40	4	4	22
221	40	4	1	22
222	20	2	20	20
223	20	2	2	20
224	40	4	7	22
225	40	4	10	22
226	20	2	17	20
227	40	4	14	22
228	40	4	4	22
229	40	4	11	22
230	40	4	7	22
231	20	2	3	20
232	20	2	12	20
233	40	4	21	22
234	20	2	15	20
235	40	4	20	22
236	20	2	11	20
237	40	4	1	22
238	40	4	11	22
239	40	4	7	22
240	20	2	11	20
241	20	2	15	20
242	40	4	6	22
243	40	4	3	22
244	20	2	0	20
245	40	4	20	22
246	40	4	7	22
247	20	2	17	20
248	40	4	16	22
249	40	4	11	22
250	20	2	8	20
251	40	4	9	22
252	40	4	12	22
253	40	4	19	22
254	40	4	19	22
255	20	2	0	20
256	40	4	15	22
257	40	4	3	22
258	40	4	19	22
259	20	2	7	20
260	20	2	20	20
261	40	4	19	22
262	40	4	22	22
263	40	4	21	22
264	40	4	12	22
265	20	2	8	20
266	40	4	7	22
267	20	2	9	20
268	20	2	14	20
269	40	4	5	22
270	20	2	10	20
271	20	2	19	20
272	20	2	1	20
273	40	4	5	22
274	20	2	16	20
275	20	2	8	20
276	20	2	5	20
277	40	4	7	22
278	20	2	19	20
279	40	4	19	22
280	20	2	20	20
281	40	4	13	22
282	20	2	2	20
283	20	2	1	20
284	20	2	17	20
285	40	4	6	22
286	20	2	14	20
287	40	4	14	22
288	20	2	20	20
289	40	4	3	22
290	20	2	7	20
291	40	4	12	22
292	20	2	14	20
293	20	2	12	20
294	20	2	2	20
295	40	4	10	22
296	40	4	4	22
297	20	2	19	20
298	40	4	16	22
299	40	4	22	22
300	20	2	7	20
301	40	4	15	22
302	40	4	10	22
303	40	4	16	22
304	20	2	9	20
305	20	2	9	20
306	20	2	5	20
307	40	4	9	22
308	20	2	18	20
309	20	2	9	20
310	20	2	13	20
311	20	2	6	20
312	20	2	19	20
313	40	4	19	22
314	20	2	7	20
315	40	4	17	22
316	20	2	12	20
317	40	4	11	22
318	40	4	4	22
319	20	2	17	20
320	40	4	15	22
321	20	2	11	20
322	40	4	3	22
323	20	2	4	20
324	40	4	12	22
325	20	2	20	20
326	20	2	7	20
327	40	4	14	22
328	20	2	3	20
329	40	4	10	22
330	40	4	22	22
331	40	4	3	22
332	20	2	19	20
333	40	4	3	22
334	40	4	16	22
335	20	2	14	20
336	20	2	18	20
337	40	4	12	22
338	40	4	16	22
339	20	2	0	20
340	20	2	16	20
341	40	4	22	22
342	20	2	5	20
343	20	2	5	20
344	20	2	19	20
345	20	2	4	20
346	20	2	16	20
347	40	4	1	22
348	40	4	6	22
349	40	4	16	22
350	20	2	3	20
351	20	2	10	20
352	20	2	19	20
353	40	4	16	22
354	40	4	2	22
355	40	4	2	22
356	40	4	0	22
357	40	4	9	22
358	40	4	2	22
359	40	4	17	22
360	40	4	19	22
361	20	2	6	20
362	20	2	9	20
363	40	4	0	22
364	20	2	13	20
365	40	4	21	22
366	40	4	14	22
367	20	2	6	20
368	40	4	10	22
369	20	2	19	20
370	40	4	13	22
371	20	2	19	20
372	40	4	7	22
