This file contains information about the containers on an already loaded ship.
The sorting is already done when loading the containers.
Ship dimensions: 24x22x18
Dimensions for each section: 11x4
Section 0
This section has no holding container
--------------------
Stack at (0, 0), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	0	0		0766	20		2		15		17			20
0	0	0		0784	20		2		7		9			20
0	0	1		0340	40		4		21		25			22
0	0	2		0327	40		4		0		4			22
Stack at (0, 1), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	1	0		0988	20		2		15		17			20
0	1	0		0999	20		2		2		4			20
0	1	1		0509	20		2		12		14			20
0	1	1		0530	20		2		4		6			20
0	1	2		0318	20		2		1		3			20
0	1	2		0319	20		2		13		15			20
Stack at (0, 2), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	2	0		0288	20		2		13		15			20
0	2	0		0305	20		2		14		16			20
0	2	1		0864	20		2		16		18			20
0	2	1		0875	20		2		8		10			20
Stack at (0, 3), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	3	0		0296	40		4		18		22			22
0	3	1		0638	40		4		16		20			22
Stack at (0, 4), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	4	0		0526	40		4		17		21			22
0	4	1		0289	40		4		14		18			22
Stack at (0, 5), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	5	0		0772	40		4		17		21			22
0	5	1		0335	40		4		10		14			22
0	5	2		0517	40		4		7		11			22
0	5	3		0285	40		4		0		4			22
Stack at (0, 6), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	6	0		0733	40		4		12		16			22
0	6	1		0407	40		4		10		14			22
0	6	2		0282	40		4		4		8			22
0	6	3		0636	40		4		0		4			22
Stack at (0, 7), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	7	0		0989	40		4		22		26			22
0	7	1		0275	40		4		14		18			22
0	7	2		0748	40		4		7		11			22
0	7	3		0514	40		4		5		9			22
Stack at (0, 8), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	8	0		0406	20		2		8		10			20
0	8	0		0427	20		2		14		16			20
0	8	1		0964	20		2		1		3			20
0	8	1		0965	20		2		19		21			20
0	8	2		0271	40		4		6		10			22
Stack at (0, 9), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	9	0		0616	20		2		20		22			20
0	9	0		0617	20		2		15		17			20
0	9	1		0263	40		4		13		17			22
0	9	2		0500	40		4		1		5			22
Stack at (0, 10), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
0	10	0		0596	40		4		18		22			22
0	10	1		0244	20		2		15		17			20
0	10	1		0252	20		2		1		3			20
Stack at (1, 0), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	0	0		0399	40		4		19		23			22
1	0	1		0930	40		4		18		22			22
1	0	2		0250	40		4		4		8			22
1	0	3		0874	40		4		0		4			22
Stack at (1, 1), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	1	0		0422	40		4		11		15			22
1	1	1		0869	40		4		8		12			22
1	1	2		0245	40		4		5		9			22
1	1	3		0702	40		4		3		7			22
Stack at (1, 2), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	2	0		0224	20		2		9		11			20
1	2	0		0235	20		2		11		13			20
1	2	1		0826	20		2		11		13			20
1	2	1		0839	20		2		3		5			20
1	2	2		0685	20		2		0		2			20
1	2	2		0699	20		2		2		4			20
Stack at (1, 3), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	3	0		0583	40		4		19		23			22
1	3	1		0227	40		4		16		20			22
Stack at (1, 4), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	4	0		0489	40		4		21		25			22
1	4	1		0329	40		4		8		12			22
1	4	2		0225	40		4		0		4			22
Stack at (1, 5), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	5	0		0206	20		2		13		15			20
1	5	0		0207	20		2		19		21			20
1	5	1		0953	40		4		22		26			22
Stack at (1, 6), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	6	0		0386	20		2		14		16			20
1	6	0		0387	20		2		12		14			20
1	6	1		0981	40		4		12		16			22
1	6	2		0193	20		2		1		3			20
1	6	2		0202	20		2		3		5			20
Stack at (1, 7), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	7	0		0443	20		2		3		5			20
1	7	0		0454	20		2		19		21			20
1	7	1		0194	40		4		10		14			22
Stack at (1, 8), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	8	0		0740	40		4		21		25			22
1	8	1		0349	20		2		5		7			20
1	8	1		0359	20		2		5		7			20
1	8	2		0559	40		4		4		8			22
1	8	3		0190	40		4		1		5			22
Stack at (1, 9), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
1	9	0		0899	20		2		19		21			20
1	9	0		0900	20		2		9		11			20
1	9	1		0366	20		2		6		8			20
1	9	1		0367	20		2		16		18			20
1	9	2		0187	40		4		2		6			22
Stack at (2, 0), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	0	0		0973	20		2		5		7			20
2	0	0		0974	20		2		16		18			20
2	0	1		0151	20		2		3		5			20
2	0	1		0168	20		2		12		14			20
2	0	2		0550	40		4		15		19			22
Stack at (2, 1), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	1	0		0473	20		2		18		20			20
2	1	0		0474	20		2		4		6			20
2	1	1		0363	40		4		6		10			22
2	1	2		0165	40		4		2		6			22
Stack at (2, 2), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	2	0		0549	20		2		17		19			20
2	2	0		0573	20		2		4		6			20
2	2	1		0350	40		4		11		15			22
2	2	2		0163	40		4		1		5			22
Stack at (2, 3), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	3	0		0884	20		2		15		17			20
2	3	0		0885	20		2		11		13			20
2	3	1		0152	40		4		20		24			22
2	3	2		0695	40		4		4		8			22
Stack at (2, 4), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	4	0		0138	20		2		5		7			20
2	4	0		0139	20		2		19		21			20
2	4	1		0767	40		4		19		23			22
Stack at (2, 5), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	5	0		0131	20		2		12		14			20
2	5	0		0132	20		2		10		12			20
2	5	1		0723	40		4		15		19			22
Stack at (2, 6), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	6	0		0814	20		2		8		10			20
2	6	0		0815	20		2		13		15			20
2	6	1		0077	20		2		7		9			20
2	6	1		0124	20		2		7		9			20
2	6	2		0510	40		4		8		12			22
Stack at (2, 7), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	7	0		0801	20		2		15		17			20
2	7	0		0802	20		2		20		22			20
2	7	1		0113	40		4		15		19			22
2	7	2		0542	20		2		5		7			20
2	7	2		0543	20		2		2		4			20
Stack at (2, 8), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
2	8	0		0107	40		4		16		20			22
2	8	1		0791	20		2		12		14			20
2	8	1		0792	20		2		2		4			20
2	8	2		0568	40		4		6		10			22
Stack at (3, 0), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
3	0	0		0686	40		4		20		24			22
3	0	1		0413	40		4		11		15			22
3	0	2		0089	40		4		5		9			22
Stack at (3, 1), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
3	1	0		0078	40		4		19		23			22
3	1	1		0664	40		4		13		17			22
Stack at (3, 2), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
3	2	0		0865	40		4		14		18			22
3	2	1		0444	40		4		13		17			22
3	2	2		0073	40		4		10		14			22
Stack at (3, 3), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
3	3	0		0920	20		2		8		10			20
3	3	0		0939	20		2		20		22			20
3	3	1		0062	40		4		15		19			22
3	3	2		0654	20		2		9		11			20
3	3	2		0655	20		2		0		2			20
3	3	3		0539	40		4		0		4			22
Stack at (3, 4), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
3	4	0		0911	40		4		17		21			22
3	4	1		0055	40		4		16		20			22
3	4	2		0561	40		4		9		13			22
Stack at (3, 5), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
3	5	0		0846	20		2		20		22			20
3	5	0		0847	20		2		18		20			20
3	5	1		0039	20		2		8		10			20
3	5	1		0040	20		2		19		21			20
Stack at (3, 6), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
3	6	0		0034	20		2		3		5			20
3	6	0		0035	20		2		14		16			20
3	6	1		0715	40		4		11		15			22
3	6	2		0601	40		4		1		5			22
Stack at (3, 7), in section: 0
(x,	 y,	 z)		code	length	weight	cargo	TW	cargo capacity
3	7	0		0703	40		4		22		26			22
3	7	1		0022	40		4		21		25			22
Section 1
