10 This file contains information about the containers on an already loaded ship.
The sorting is already done when loading the containers.
Ship dimensions: 24x22x18
Dimensions for each section: 11x4
Section 0
This section has no holding container
--------------------
Stack at (0, 0), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 0,	 0)	0000	20	2	20	22	20
(0,	 0,	 0)	0001	20	2	10	12	20
(0,	 0,	 1)	1174	20	2	20	22	20
(0,	 0,	 1)	1185	20	2	3	5	20
(0,	 0,	 2)	2873	20	2	20	22	20
(0,	 0,	 2)	2880	20	2	0	2	20
(0,	 0,	 3)	3878	20	2	7	9	20
(0,	 0,	 3)	3879	20	2	12	14	20
(0,	 0,	 4)	3371	40	4	18	22	22
(0,	 0,	 5)	2026	20	2	14	16	20
(0,	 0,	 5)	2059	20	2	2	4	20
(0,	 0,	 6)	4639	20	2	12	14	20
(0,	 0,	 6)	4674	20	2	3	5	20
(0,	 0,	 7)	0864	20	2	7	9	20
(0,	 0,	 7)	0865	20	2	6	8	20
(0,	 0,	 8)	1712	40	4	12	16	22
(0,	 0,	 9)	2506	20	2	6	8	20
(0,	 0,	 9)	2512	20	2	3	5	20
(0,	 0,	 10)	2737	40	4	6	10	22
(0,	 0,	 11)	4236	40	4	5	9	22
(0,	 0,	 12)	4502	40	4	5	9	22
(0,	 0,	 13)	4408	40	4	1	5	22
(0,	 0,	 14)	None	None	None	None	None	None
(0,	 0,	 15)	None	None	None	None	None	None
(0,	 0,	 16)	None	None	None	None	None	None
(0,	 0,	 17)	None	None	None	None	None	None
Stack at (0, 1), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 1,	 0)	1711	20	2	13	15	20
(0,	 1,	 0)	1721	20	2	19	21	20
(0,	 1,	 1)	1232	40	4	21	25	22
(0,	 1,	 2)	4628	40	4	21	25	22
(0,	 1,	 3)	2854	40	4	20	24	22
(0,	 1,	 4)	3775	40	4	18	22	22
(0,	 1,	 5)	2518	40	4	17	21	22
(0,	 1,	 6)	0873	20	2	7	9	20
(0,	 1,	 6)	0874	20	2	7	9	20
(0,	 1,	 7)	0018	40	4	10	14	22
(0,	 1,	 8)	0597	40	4	9	13	22
(0,	 1,	 9)	4366	40	4	9	13	22
(0,	 1,	 10)	3312	40	4	8	12	22
(0,	 1,	 11)	0502	40	4	4	8	22
(0,	 1,	 12)	3568	40	4	4	8	22
(0,	 1,	 13)	4159	40	4	2	6	22
(0,	 1,	 14)	4262	20	2	0	2	20
(0,	 1,	 14)	4263	20	2	2	4	20
(0,	 1,	 15)	None	None	None	None	None	None
(0,	 1,	 16)	None	None	None	None	None	None
(0,	 1,	 17)	None	None	None	None	None	None
Stack at (0, 2), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 2,	 0)	2656	40	4	22	26	22
(0,	 2,	 1)	2166	40	4	21	25	22
(0,	 2,	 2)	4531	40	4	21	25	22
(0,	 2,	 3)	0028	40	4	20	24	22
(0,	 2,	 4)	4078	40	4	20	24	22
(0,	 2,	 5)	3467	40	4	16	20	22
(0,	 2,	 6)	0975	40	4	15	19	22
(0,	 2,	 7)	1785	20	2	0	2	20
(0,	 2,	 7)	1786	20	2	14	16	20
(0,	 2,	 8)	0663	20	2	2	4	20
(0,	 2,	 8)	0664	20	2	10	12	20
(0,	 2,	 9)	1474	40	4	11	15	22
(0,	 2,	 10)	3140	40	4	11	15	22
(0,	 2,	 11)	4971	40	4	9	13	22
(0,	 2,	 12)	3918	40	4	8	12	22
(0,	 2,	 13)	1396	40	4	3	7	22
(0,	 2,	 14)	None	None	None	None	None	None
(0,	 2,	 15)	None	None	None	None	None	None
(0,	 2,	 16)	None	None	None	None	None	None
(0,	 2,	 17)	None	None	None	None	None	None
Stack at (0, 3), in section: 0
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(0,	 3,	 0)	3501	20	2	18	20	20
(0,	 3,	 0)	3502	20	2	16	18	20
(0,	 3,	 1)	1200	20	2	15	17	20
(0,	 3,	 1)	1201	20	2	14	16	20
(0,	 3,	 2)	2176	20	2	8	10	20
(0,	 3,	 2)	2177	20	2	16	18	20
(0,	 3,	 3)	0034	40	4	22	26	22
(0,	 3,	 4)	4371	40	4	19	23	22
