0000	40	4	15	22
0001	20	2	14	20
0002	40	4	20	22
0003	20	2	16	20
0004	40	4	2	22
0005	40	4	1	22
0006	20	2	19	20
0007	40	4	13	22
0008	40	4	14	22
0009	40	4	21	22
0010	20	2	14	20
0011	40	4	19	22
0012	20	2	18	20
0013	20	2	4	20
0014	40	4	17	22
0015	20	2	10	20
0016	40	4	15	22
0017	40	4	16	22
0018	20	2	13	20
0019	20	2	1	20
0020	40	4	19	22
0021	20	2	4	20
0022	40	4	19	22
0023	20	2	3	20
0024	20	2	6	20
0025	40	4	13	22
0026	20	2	8	20
0027	20	2	3	20
0028	40	4	9	22
0029	20	2	5	20
0030	40	4	10	22
0031	20	2	0	20
0032	40	4	10	22
0033	20	2	8	20
0034	40	4	18	22
0035	40	4	15	22
0036	40	4	16	22
0037	40	4	2	22
0038	40	4	21	22
0039	40	4	4	22
0040	40	4	17	22
0041	40	4	22	22
0042	40	4	3	22
0043	20	2	0	20
0044	20	2	1	20
0045	20	2	4	20
0046	40	4	15	22
0047	40	4	13	22
0048	40	4	8	22
0049	40	4	10	22
0050	20	2	10	20
0051	20	2	20	20
0052	20	2	3	20
0053	40	4	7	22
0054	20	2	1	20
0055	40	4	5	22
0056	20	2	11	20
0057	20	2	11	20
0058	20	2	18	20
0059	40	4	6	22
0060	40	4	14	22
0061	40	4	21	22
0062	40	4	19	22
0063	20	2	20	20
0064	20	2	13	20
0065	40	4	20	22
0066	20	2	13	20
0067	20	2	11	20
0068	40	4	14	22
0069	20	2	20	20
0070	40	4	22	22
0071	40	4	16	22
0072	40	4	14	22
0073	40	4	8	22
0074	40	4	15	22
0075	20	2	17	20
0076	40	4	5	22
0077	20	2	19	20
0078	20	2	18	20
0079	40	4	2	22
0080	40	4	9	22
0081	20	2	5	20
0082	20	2	17	20
0083	20	2	18	20
0084	40	4	6	22
0085	20	2	12	20
0086	40	4	18	22
0087	40	4	1	22
0088	20	2	18	20
0089	40	4	10	22
0090	20	2	3	20
0091	20	2	0	20
0092	20	2	12	20
0093	40	4	1	22
0094	40	4	22	22
0095	40	4	14	22
0096	40	4	13	22
0097	40	4	12	22
0098	20	2	13	20
0099	20	2	5	20
0100	40	4	11	22
0101	20	2	19	20
0102	20	2	9	20
0103	20	2	18	20
0104	20	2	20	20
0105	20	2	9	20
0106	40	4	19	22
0107	20	2	11	20
0108	40	4	5	22
0109	40	4	14	22
0110	20	2	5	20
0111	40	4	4	22
0112	20	2	12	20
0113	20	2	3	20
0114	40	4	9	22
0115	40	4	16	22
